URL,Title,View Count
http://www.bilibili.com/video/BV1ey4y1S7dU/,【说话的艺术3】说话之前，先想好自己说话的身份（自我认知的梳理与确定）,557
http://www.bilibili.com/video/BV1ZC4y1R7jb/,2023「”成长不设限“」说话的艺术,85
http://www.bilibili.com/video/BV1Rh411B7wp/,不会说话一定要看！高情商社交法则,8869
http://www.bilibili.com/video/BV1dt411P75S/,曾仕强：说话的最高艺术是拐弯抹角！实例带你了解打动别人的方法,10.4万
http://www.bilibili.com/video/BV1Gg41157YL/,论说话的艺术之张怡宁张局座答记者问,1.2万
http://www.bilibili.com/video/BV1ux4y1t7o7/,关于北邮的宿舍，JOJO你还是成长了，说话的艺术拿捏住了！,1.9万
http://www.bilibili.com/video/BV12g4y1Q7xQ/,高情商会说话就是不一样#高情商口才,3.8万
http://www.bilibili.com/video/BV1LL4y147y5/,说话的艺术！窦文涛：重要的不是内容，而是你如何表达,1.1万
http://www.bilibili.com/video/BV1bU4y127Nn/,《论上届冠军的说话艺术》,14.2万
http://www.bilibili.com/video/BV1ib4y1b74H/,张德美《双手说话的艺术》,119
http://www.bilibili.com/video/BV1YM41187tJ/,真正的高情商不是说话的艺术，而是发自内心的去欣赏,6.4万
http://www.bilibili.com/video/BV1zTemeVExN/,社交场景种的几个高情商应对技巧,0
